name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'03a05Wa';0.780000;1.443365e+000;-7.729482e+000;1.070311e+001;7.005663e-002;-2.716311e-002;9.064189e-001;2.115087e+001;-9.880488e+000;1.944571e+001;-1.834908e+001;2.958300e+001;2.718789e-002;1.553904e+000;7.734720e-002;-1.745092e+000;5.118883e+000;4.938283e+002;1.665369e+003;5.440875e+000;1.583968e+003;6.225796e+000;2.669671e+003;-8.127744e-001
'03a05Wa';0.790000;1.653446e+000;-5.430177e+000;1.055732e+001;6.616397e-002;-2.553166e-002;1.026939e+000;2.120496e+001;-2.007309e+001;9.974788e+000;-2.433030e+001;2.953266e+001;3.163877e-002;1.695014e+000;2.113669e+000;-1.242034e-001;6.324763e+000;5.914649e+002;1.714467e+003;4.411261e+000;1.597668e+003;7.966093e+000;2.681771e+003;-3.838419e+000
'03a05Wa';0.800000;1.650666e+000;-2.268745e+000;1.169241e+001;5.837139e-002;-1.225390e-002;1.045870e+000;2.224487e+001;-2.690430e+001;-7.195155e-002;-2.035239e+001;2.952545e+001;2.933838e-002;1.501947e+000;2.379960e+000;1.945089e+000;5.887119e+000;6.399318e+002;1.591282e+003;3.314180e+000;1.574352e+003;6.758638e+000;2.632044e+003;-5.772737e+000
'03a05Wa';0.810000;1.451911e+000;-1.321192e+000;1.566285e+001;5.861464e-002;-1.271038e-005;7.027507e-001;2.542617e+001;-2.900307e+001;-7.231542e+000;-1.371809e+001;2.959379e+001;2.610418e-002;1.697730e+000;6.647069e-001;4.376422e+000;6.059840e+000;7.333978e+002;1.582483e+003;9.825430e-001;1.576266e+003;2.504000e+000;2.600296e+003;-8.388153e+000
'03a05Wa';0.820000;1.233300e+000;3.699309e-002;1.279071e+001;4.414202e-002;5.028673e-003;6.409407e-001;2.484969e+001;-2.608056e+001;-7.413532e+000;-4.315782e+000;2.964801e+001;1.086036e-002;1.521221e+000;-5.555269e-001;5.721459e+000;6.290462e+000;6.512398e+002;1.466392e+003;-6.792007e+001;1.531412e+003;-6.710777e+001;2.537464e+003;-7.357565e+001
'03a05Wa';0.830000;1.039093e+000;-8.531310e-001;9.853287e+000;2.810075e-002;3.423390e-003;4.968926e-001;2.065506e+001;-1.841918e+001;-7.111155e-001;1.207387e+000;0;0;0;0;0;0;5.800803e+002;1.539629e+003;-1.352466e+002;1.522109e+003;-1.351307e+002;2.531528e+003;-1.379979e+002
'03a05Wa';0.840000;7.082064e-001;3.161446e-002;4.528798e+000;1.071613e-002;5.882821e-003;4.797194e-001;1.254987e+001;-1.013462e+001;9.902619e+000;2.658387e+000;0;0;0;0;0;0;6.706966e+002;1.430581e+003;-201;1.683140e+003;-201;2.641256e+003;-201
'03a05Wa';0.850000;3.801977e-001;-3.676578e+000;9.453897e+000;-1.915778e-003;7.623283e-003;2.713459e-001;8.878280e+000;-1.611538e+000;1.317153e+001;1.848874e-001;0;0;0;0;0;0;6.548432e+002;1.407846e+003;-201;1.636289e+003;-201;2.581626e+003;-201
'03a05Wa';0.860000;1.738846e-001;-6.482381e+000;1.391262e+001;4.092313e-003;4.644733e-003;1.363970e-001;1.174128e+001;-2.639632e-001;1.059540e+001;-6.298398e+000;0;0;0;0;0;0;6.304894e+002;1.228616e+003;-201;1.593148e+003;-201;2.505980e+003;-201
'03a05Wa';0.870000;7.507548e-002;-1.330549e+001;2.350646e+001;-4.053485e-004;-1.196384e-003;4.469746e-002;1.636278e+001;4.724039e+000;4.429407e+000;-8.050479e+000;0;0;0;0;0;0;4.554868e+002;1.187171e+003;-201;1.410367e+003;-201;2.308064e+003;-201
'03a05Wa';0.880000;5.701962e-002;-1.370870e+001;2.479569e+001;9.564851e-003;-2.273150e-004;2.003250e-002;1.812396e+001;6.578024e+000;2.347161e+000;-8.256701e+000;0;0;0;0;0;0;4.614921e+002;1.211543e+003;-201;1.418500e+003;-201;2.301621e+003;-201
'03a05Wa';0.890000;3.429864e-002;-1.544376e+001;3.013766e+001;-3.416018e-003;8.807153e-003;1.904002e-002;1.975018e+001;1.004921e+001;-1.373139e+000;-3.926788e+000;0;0;0;0;0;0;4.834215e+002;1.335316e+003;-201;1.395040e+003;-201;2.509997e+003;-201
'03a05Wa';0.900000;3.178911e-002;-2.033001e+001;3.598817e+001;-1.994217e-002;1.486098e-002;1.310632e-002;1.907726e+001;1.375627e+001;2.493037e+000;-1.036088e-001;0;0;0;0;0;0;6.654434e+002;1.378515e+003;-201;1.583975e+003;-201;2.711772e+003;-201
'03a05Wa';0.910000;3.119121e-002;-2.564688e+001;4.161445e+001;-4.231466e-002;1.638345e-002;1.613122e-002;1.879471e+001;1.689735e+001;5.824835e+000;3.365097e+000;0;0;0;0;0;0;8.384368e+002;1.399162e+003;-201;1.763495e+003;-201;2.895610e+003;-201
'03a05Wa';0.920000;2.360437e-002;-2.878025e+001;4.153005e+001;-5.311474e-002;1.851315e-002;1.064890e-002;1.333618e+001;2.112625e+001;1.539386e+001;9.488977e+000;0;0;0;0;0;0;1.000511e+003;1.283306e+003;-201;1.979213e+003;-201;2.894137e+003;-201
'03a05Wa';0.930000;2.342492e-002;-2.831385e+001;4.014772e+001;-5.644418e-002;2.157801e-002;9.070136e-003;1.227689e+001;2.057875e+001;1.732491e+001;1.240646e+001;0;0;0;0;0;0;1.004831e+003;1.271258e+003;-1.369559e+002;1.960572e+003;-1.421489e+002;2.899218e+003;-1.417854e+002
'03a05Wa';0.940000;1.600887e-001;-2.026655e+001;3.055205e+001;-4.105463e-002;1.679254e-002;5.228230e-002;1.018026e+001;1.545890e+001;1.603173e+001;1.048611e+001;3.198158e+001;0;3.273080e+000;2.394281e+000;6.288190e-001;1.687636e+001;1.051125e+003;1.482640e+003;-7.204733e+001;1.817025e+003;-7.724042e+001;2.840448e+003;-8.250348e+001
'03a05Wa';0.950000;3.445119e-001;-1.406772e+001;2.485552e+001;-3.716848e-002;9.846343e-003;1.482015e-001;1.272459e+001;8.585134e+000;1.256681e+001;8.536040e+000;3.186353e+001;3.170959e-002;3.729881e+000;1.439884e+000;1.272594e+000;1.669127e+001;1.010809e+003;1.577205e+003;-4.836132e+000;1.687715e+003;-1.186857e+001;2.725859e+003;-2.199775e+001
'03a05Wa';0.960000;6.371428e-001;-7.400009e+000;1.720205e+001;-1.380712e-002;-6.545700e-003;3.143457e-001;1.769199e+001;2.906246e+000;5.998190e+000;-3.511650e+000;3.172960e+001;3.170959e-002;4.643484e+000;1.153876e+000;2.160352e+000;1.723540e+001;8.968516e+002;1.761971e+003;-6.888028e+001;1.503764e+003;-7.071963e+001;2.572545e+003;-8.121239e+001
'03a05Wa';0.970000;9.113404e-001;-8.213276e+000;1.995275e+001;-4.211752e-003;-1.562918e-002;4.981408e-001;2.608208e+001;-4.616327e-001;-3.355344e+000;-1.080774e+001;0;0;0;0;0;0;7.553613e+002;1.645818e+003;-1.337888e+002;1.530109e+003;-1.356282e+002;2.544275e+003;-1.404943e+002
'03a05Wa';0.980000;1.259169e+000;-6.374843e+000;1.823473e+001;2.166821e-002;-1.769464e-002;7.300670e-001;2.931267e+001;-7.314793e+000;-1.197696e+001;-1.882392e+001;0;0;0;0;0;0;6.093043e+002;1.571438e+003;-1.334248e+002;1.444083e+003;-1.314632e+002;2.478022e+003;-1.351430e+002
'03a05Wa';0.990000;1.589009e+000;-2.536331e+000;1.708000e+001;4.077338e-002;-8.481918e-003;9.506862e-001;2.889348e+001;-1.674236e+001;-1.696413e+001;-1.786807e+001;2.838843e+001;0;1.461151e+000;-3.030392e+000;8.181202e-001;4.182585e+000;5.021651e+002;1.592263e+003;-6.579269e+001;1.425368e+003;-6.205331e+001;2.271522e+003;-6.803567e+001
'03a05Wa';1.000000;1.684375e+000;-4.626694e-001;1.531655e+001;4.991024e-002;-5.953261e-004;1.127841e+000;2.745132e+001;-2.314255e+001;-1.599521e+001;-1.703255e+001;2.825717e+001;4.270310e-002;1.646500e+000;-2.174080e+000;1.075816e+000;5.932535e+000;4.357749e+002;1.679723e+003;2.081207e+000;1.386122e+003;6.346128e+000;2.232838e+003;-3.374935e+000
'03a05Wa';1.010000;1.595261e+000;2.818724e-002;1.508070e+001;4.929106e-002;1.708364e-003;1.036050e+000;2.899446e+001;-2.615795e+001;-1.388875e+001;-1.494162e+001;2.801723e+001;4.270310e-002;2.017198e+000;-5.516801e-001;1.861745e+000;7.464880e+000;4.496950e+002;1.924162e+003;2.109597e+000;1.430971e+003;4.571367e+000;2.265582e+003;-5.300164e+000
'03a05Wa';1.020000;1.399314e+000;-1.930349e+000;1.598916e+001;4.320345e-002;-2.400345e-003;8.699694e-001;3.069884e+001;-2.449486e+001;-1.042493e+001;-1.144724e+001;2.791052e+001;4.270310e-002;2.017198e+000;-7.291232e-001;2.341486e+000;9.959056e+000;4.693176e+002;1.830077e+003;-6.552250e+001;1.436403e+003;-6.483849e+001;2.458446e+003;-7.240750e+001
'03a05Wa';1.030000;1.092539e+000;-4.087091e+000;1.767096e+001;2.674309e-002;-5.653485e-003;7.522858e-001;3.251563e+001;-1.887940e+001;-5.216060e+000;-5.547844e+000;0;0;0;0;0;0;4.808401e+002;1.655074e+003;-1.333964e+002;1.464040e+003;-1.332379e+002;2.463229e+003;-1.370682e+002
'03a05Wa';1.040000;6.808897e-001;-1.104670e+001;2.353756e+001;-5.066395e-006;-4.210521e-003;6.549780e-001;3.309098e+001;-4.834536e+000;1.504165e+000;3.324082e+000;0;0;0;0;0;0;4.714956e+002;1.518421e+003;-201;1.449136e+003;-201;2.505659e+003;-201
'03a05Wa';1.050000;2.647541e-001;-1.672206e+001;2.812795e+001;-2.725793e-002;-5.945507e-004;4.599284e-001;3.277754e+001;5.892264e+000;5.472670e+000;9.131192e+000;0;0;0;0;0;0;4.639330e+002;1.481598e+003;-201;1.417285e+003;-201;2.502091e+003;-201
'03a05Wa';1.060000;6.933693e-002;-1.900318e+001;2.881112e+001;-3.446531e-002;9.391366e-003;1.776043e-001;2.776309e+001;9.980433e+000;5.269264e+000;9.247154e+000;0;0;0;0;0;0;4.276898e+002;1.310501e+003;-201;1.356898e+003;-201;2.441430e+003;-201
'03a05Wa';1.070000;3.985837e-002;-1.770505e+001;2.937799e+001;-3.280665e-002;1.135392e-002;3.851783e-002;2.114353e+001;8.122756e+000;1.460403e+000;3.711666e+000;0;0;0;0;0;0;4.322647e+002;1.114571e+003;-201;1.354142e+003;-201;2.397988e+003;-201
'03a05Wa';1.080000;2.994277e-002;-1.551408e+001;2.821103e+001;-1.992578e-002;1.291039e-002;1.241323e-002;1.567031e+001;8.901302e+000;2.072640e+000;8.552744e-001;0;0;0;0;0;0;4.402993e+002;9.842918e+002;-201;1.379137e+003;-201;2.394462e+003;-201
'03a05Wa';1.090000;2.615138e-002;-1.895200e+001;3.358055e+001;-2.177448e-002;7.989691e-003;6.257840e-003;1.353004e+001;1.291643e+001;4.668350e+000;2.243237e-001;0;0;0;0;0;0;4.641762e+002;1.283461e+003;-201;1.420589e+003;-201;2.537558e+003;-201
'03a05Wa';1.100000;2.447292e-002;-2.195961e+001;3.559942e+001;-2.352997e-002;9.534196e-003;8.251333e-003;1.119489e+001;1.626251e+001;1.071052e+001;4.327465e+000;0;0;0;0;0;0;6.585666e+002;1.626056e+003;-201;1.512226e+003;-201;2.614507e+003;-201
'03a05Wa';1.110000;2.402572e-002;-2.425189e+001;3.741471e+001;-3.580020e-002;1.199437e-002;1.028585e-002;1.084766e+001;1.858104e+001;1.159854e+001;3.503223e+000;0;0;0;0;0;0;8.367944e+002;1.645966e+003;-201;1.793636e+003;-201;2.822010e+003;-201
'03a05Wa';1.120000;1.045122e-001;-1.894669e+001;3.158348e+001;-3.517518e-002;2.194561e-002;3.966622e-002;7.046684e+000;1.895464e+001;1.301995e+001;9.783525e+000;0;0;0;0;0;0;1.040656e+003;1.377519e+003;-201;2.066204e+003;-201;2.940507e+003;-201
'03a05Wa';1.130000;3.657584e-001;-9.917432e+000;2.126661e+001;-2.557908e-002;2.977589e-002;1.449125e-001;4.306046e+000;1.233566e+001;1.567970e+001;1.195296e+001;0;0;0;0;0;0;1.028408e+003;1.094498e+003;-201;2.160292e+003;-201;2.968066e+003;-201
'03a05Wa';1.140000;6.457122e-001;-1.476800e+000;1.235522e+001;-2.321800e-002;3.042937e-002;2.368866e-001;-2.275136e+000;2.429948e+000;2.022732e+001;1.503640e+001;0;0;0;0;0;0;1.005587e+003;1.042965e+003;-201;2.006060e+003;-201;2.838077e+003;-201
'03a05Wa';1.150000;9.059822e-001;6.512512e+000;3.497536e+000;-3.276086e-003;2.719916e-002;3.367234e-001;-9.281798e+000;-7.961879e+000;2.524142e+001;8.835422e+000;0;0;0;0;0;0;9.781048e+002;9.113352e+002;-201;1.934263e+003;-201;2.749366e+003;-201
'03a05Wa';1.160000;8.429115e-001;1.005427e+001;-3.211981e-001;-1.465053e-002;2.214549e-002;3.620087e-001;-1.989620e+001;-8.165160e+000;2.720936e+001;4.464264e-001;0;0;0;0;0;0;9.376159e+002;6.224205e+002;-201;1.901127e+003;-201;2.744113e+003;-201
'03a05Wa';1.170000;7.496705e-001;1.460384e+001;-5.131586e+000;-4.152312e-003;2.405096e-002;3.188822e-001;-2.812988e+001;-6.034177e+000;2.587209e+001;-1.016266e+001;0;0;0;0;0;0;8.714492e+002;4.751457e+002;-201;1.867298e+003;-201;2.769261e+003;-201
'03a05Wa';1.180000;5.982394e-001;1.540591e+001;-6.335532e+000;-1.956162e-002;2.495833e-002;2.444457e-001;-3.335618e+001;-3.257021e+000;2.219355e+001;-1.743562e+001;0;0;0;0;0;0;7.470040e+002;4.213889e+002;-201;1.764845e+003;-201;2.739438e+003;-201
'03a05Wa';1.190000;5.650704e-001;2.165858e+001;-1.426465e+001;-6.805435e-003;2.530766e-002;1.649718e-001;-3.509602e+001;-3.773919e+000;1.846557e+001;-2.246441e+001;0;0;0;0;0;0;6.531132e+002;4.436487e+002;-201;1.698596e+003;-201;2.670440e+003;-201
'03a05Wa';1.200000;5.300863e-001;2.113552e+001;-1.523753e+001;-2.522589e-003;2.754459e-002;1.719019e-001;-3.171126e+001;8.584287e-001;2.520130e+001;-1.501813e+001;0;0;0;0;0;0;7.627009e+002;4.527603e+002;-1.465612e+002;1.789985e+003;-1.411418e+002;2.712863e+003;-1.406150e+002
'03a05Wa';1.210000;4.841328e-001;1.315164e+001;-8.620502e+000;5.114268e-003;2.378628e-002;1.920709e-001;-2.117290e+001;1.257043e+001;3.809688e+001;-6.524589e+000;3.100062e+001;0;3.150683e+000;7.441089e+000;1.601516e+001;1.228208e+001;6.869258e+002;1.043819e+003;-8.681863e+001;1.767140e+003;-8.872704e+001;2.710862e+003;-8.013831e+001
'03a05Wa';1.220000;4.452418e-001;7.429600e-002;5.782073e+000;1.720419e-003;1.480150e-002;1.796469e-001;-8.365039e+000;2.465622e+001;5.055342e+001;1.860546e+000;3.093128e+001;9.450327e-002;2.846027e+000;7.935385e+000;1.495689e+001;1.269053e+001;6.315582e+002;1.360368e+003;-2.667980e+001;1.797809e+003;-3.766884e+001;2.765317e+003;-2.022185e+001
'03a05Wa';1.230000;4.145719e-001;-9.415957e+000;1.517481e+001;-6.722320e-003;2.804534e-003;1.473198e-001;2.116596e+000;3.096418e+001;5.632424e+001;1.391547e+000;3.077877e+001;6.366074e-002;1.792170e+000;8.914146e+000;1.320411e+001;1.336600e+001;4.275102e+002;1.591174e+003;-2.096274e+001;1.737530e+003;-4.503034e+001;2.759899e+003;-2.112463e+001
'03a05Wa';1.240000;4.063787e-001;-1.189923e+001;1.808368e+001;-1.293025e-002;-5.686087e-003;9.307041e-002;6.301966e+000;3.160937e+001;5.777057e+001;-9.698088e-001;3.059923e+001;3.463372e-002;1.371390e+000;9.270238e+000;1.251012e+001;1.423604e+001;4.040032e+002;1.159786e+003;-1.641138e+001;1.743885e+003;-4.562949e+001;2.780890e+003;-2.231160e+001
'03a05Wa';1.250000;4.122294e-001;-1.209262e+001;1.788534e+001;-6.807439e-003;-7.166458e-003;7.318360e-002;8.634658e+000;3.146520e+001;5.885479e+001;-5.597719e+000;3.047987e+001;5.606706e-003;9.506094e-001;9.444842e+000;1.255356e+001;1.896594e+001;4.015212e+002;1.182391e+003;-1.630264e+001;1.588025e+003;-4.446399e+001;2.517858e+003;-2.688932e+001
'03a05Wa';1.260000;3.987661e-001;-1.304909e+001;1.955116e+001;-1.266261e-003;-6.614369e-003;7.211664e-002;1.014820e+001;3.081839e+001;5.756736e+001;-6.494794e+000;3.067780e+001;1.159816e-002;8.945642e-001;8.224118e+000;1.378096e+001;2.023403e+001;4.070600e+002;1.219614e+003;-1.705073e+001;1.612245e+003;-4.160217e+001;2.596256e+003;-2.767809e+001
'03a05Wa';1.270000;3.723408e-001;-1.387215e+001;1.943116e+001;7.047200e-004;-7.820151e-003;6.119853e-002;1.099905e+001;3.116482e+001;5.634079e+001;-5.651231e+000;3.173390e+001;1.577411e-002;8.147555e-001;6.265436e+000;1.600305e+001;1.920320e+001;4.445547e+002;1.323140e+003;-1.571852e+001;1.663863e+003;-3.697914e+001;2.634397e+003;-2.531505e+001
'03a05Wa';1.280000;3.684815e-001;-1.446426e+001;1.935886e+001;3.987751e-003;-3.463273e-003;6.360551e-002;1.144099e+001;2.881132e+001;5.452007e+001;-9.166632e-001;3.318453e+001;1.373017e-001;7.585886e-001;4.384258e+000;1.879178e+001;1.490306e+001;4.970775e+002;1.335098e+003;-1.550816e+001;1.847582e+003;-2.917142e+001;2.906101e+003;-1.801582e+001
'03a05Wa';1.290000;4.369138e-001;-1.369942e+001;1.823507e+001;-9.512550e-004;-4.603590e-005;1.175455e-001;9.686263e+000;2.875765e+001;5.161150e+001;2.188086e+000;3.460094e+001;1.417335e-001;1.919969e+000;4.109912e+000;2.081195e+001;1.570486e+001;5.487352e+002;1.410748e+003;-1.297783e+001;1.849797e+003;-2.231309e+001;2.811641e+003;-1.426712e+001
'03a05Wa';1.300000;6.382414e-001;-1.167759e+001;1.612634e+001;-1.251994e-003;1.971147e-003;2.945166e-001;9.618331e+000;2.284131e+001;5.144568e+001;2.267648e+000;3.540667e+001;1.461653e-001;3.081350e+000;4.978899e+000;2.121439e+001;1.956382e+001;5.333743e+002;1.381284e+003;-7.574391e+000;1.805833e+003;-1.929568e+001;2.736109e+003;-1.272264e+001
'03a05Wa';1.310000;9.849311e-001;-9.987496e+000;1.518939e+001;9.371451e-003;-4.075643e-003;6.040624e-001;1.039338e+001;1.574177e+001;4.911145e+001;-1.483354e+000;3.586685e+001;3.324544e-002;4.219090e+000;5.636144e+000;1.844890e+001;2.247026e+001;4.696010e+002;1.275357e+003;3.844509e+000;1.731976e+003;-1.702720e+001;2.672996e+003;-1.132247e+001
'03a05Wa';1.320000;1.466320e+000;-9.393909e+000;1.517203e+001;4.214058e-002;-1.067031e-002;1.251615e+000;1.339033e+001;4.128975e+000;4.565158e+001;-7.799025e+000;3.617266e+001;2.600239e-002;3.498597e+000;5.750389e+000;1.305417e+001;2.215498e+001;4.808151e+002;1.403164e+003;1.137319e+001;1.661132e+003;-1.407494e+001;2.614188e+003;-8.873240e+000
'03a05Wa';1.330000;2.038282e+000;-1.110447e+001;1.875920e+001;7.965201e-002;-1.951195e-002;1.834212e+000;1.503682e+001;-3.152699e+000;3.121514e+001;-1.624690e+001;3.636179e+001;2.208703e-002;2.634749e+000;5.898209e+000;6.038789e+000;1.818380e+001;6.336538e+002;1.463974e+003;5.444541e+000;1.659289e+003;-6.119213e+000;2.601454e+003;-5.171305e+000
'03a05Wa';1.340000;2.402759e+000;-1.075512e+001;1.773798e+001;8.336382e-002;-2.469802e-002;2.641806e+000;1.490989e+001;-8.399428e+000;1.749647e+001;-2.127206e+001;3.656009e+001;1.590962e-002;1.570583e+000;6.831501e+000;3.491491e-001;1.358361e+001;7.769421e+002;1.643189e+003;4.989035e+000;1.661289e+003;-4.859014e-001;2.603596e+003;-2.369467e+000
'03a05Wa';1.350000;2.635263e+000;-8.773683e+000;1.429865e+001;7.156982e-002;-2.690942e-002;2.497940e+000;1.419910e+001;-1.323329e+001;7.272181e+000;-2.684354e+001;3.674943e+001;2.089750e-002;1.411282e+000;7.711241e+000;-2.638697e+000;1.129011e+001;7.718929e+002;1.622347e+003;6.655057e+000;1.626575e+003;2.022856e+000;2.601337e+003;-1.397799e+000
'03a05Wa';1.360000;2.686764e+000;-6.353762e+000;1.080017e+001;4.942676e-002;-2.419893e-002;2.159897e+000;1.438060e+001;-1.779597e+001;3.640267e+000;-3.104968e+001;3.688116e+001;2.097206e-002;1.080114e+000;7.479403e+000;-2.587455e+000;1.249966e+001;6.179622e+002;1.597071e+003;1.166614e+001;1.534800e+003;2.876264e+000;2.446270e+003;-3.255669e+000
'03a05Wa';1.370000;2.700213e+000;-6.081519e+000;1.151069e+001;4.454063e-002;-1.888033e-002;1.521539e+000;1.543879e+001;-2.011025e+001;-3.155780e-001;-3.532737e+001;3.695953e+001;2.330869e-002;9.492655e-001;5.467416e+000;-3.926191e-001;1.389510e+001;5.537681e+002;1.630647e+003;1.032771e+001;1.495186e+003;4.376906e+000;2.446368e+003;-3.794695e+000
'03a05Wa';1.380000;2.410949e+000;-5.570786e+000;1.341375e+001;3.950302e-002;-1.459216e-002;1.535108e+000;1.753288e+001;-1.762997e+001;-1.675713e+000;-3.263636e+001;3.698090e+001;2.172306e-002;6.340436e-001;4.282976e+000;1.030015e+000;1.455692e+001;4.656445e+002;1.768455e+003;-6.080514e+001;1.434388e+003;-6.330097e+001;2.416522e+003;-6.965777e+001
'03a05Wa';1.390000;1.598611e+000;-8.390494e+000;1.907157e+001;1.474198e-002;-1.111113e-003;1.657248e+000;2.210722e+001;-8.323447e+000;3.206721e+000;-1.582879e+001;0;0;0;0;0;0;4.329229e+002;1.790027e+003;-1.309171e+002;1.373671e+003;-1.315662e+002;2.504218e+003;-1.346990e+002
'03a05Wa';1.400000;8.012929e-001;-1.482287e+001;2.753950e+001;-2.806745e-003;7.420688e-004;1.223486e+000;3.016958e+001;4.403015e+000;8.963552e+000;-9.581521e-001;0;0;0;0;0;0;3.530753e+002;1.627955e+003;-201;1.309854e+003;-201;2.497983e+003;-201
'03a05Wa';1.410000;2.238546e-001;-2.228304e+001;4.101825e+001;-3.354990e-002;9.186367e-003;6.940765e-001;3.641381e+001;1.390462e+001;1.286142e+001;1.253135e+001;0;0;0;0;0;0;3.278300e+002;1.383522e+003;-201;1.269675e+003;-201;2.521112e+003;-201
'03a05Wa';1.420000;1.214586e-001;-2.716929e+001;4.765773e+001;-3.857347e-002;4.330441e-003;1.837459e-001;3.733952e+001;1.885463e+001;1.221424e+001;1.251155e+001;0;0;0;0;0;0;3.418958e+002;1.421238e+003;-201;1.320755e+003;-1.346005e+002;2.583511e+003;-1.355629e+002
'03a05Wa';1.430000;1.057198e-001;-2.895132e+001;4.886641e+001;-4.950352e-002;4.862476e-003;2.132687e-001;2.937809e+001;1.942011e+001;1.846697e+001;1.142890e+001;3.592850e+001;0;4.020817e+000;2.165164e+000;6.614908e+000;1.144139e+001;3.363764e+002;1.523226e+003;0;1.450444e+003;-6.819940e+001;2.508748e+003;-7.007106e+001
'03a05Wa';1.440000;3.061570e-001;-2.410888e+001;3.767100e+001;-3.946481e-002;2.294216e-004;2.873100e-001;2.256382e+001;1.305732e+001;1.822518e+001;5.863074e+000;3.575158e+001;3.214685e-002;3.924767e+000;1.269492e+000;6.637635e+000;1.340281e+001;3.882932e+002;1.418011e+003;7.642974e+000;1.473271e+003;-2.413685e+000;2.421453e+003;-6.140820e+000
'03a05Wa';1.450000;7.594306e-001;-1.586427e+001;2.518295e+001;-1.395146e-002;-2.393514e-003;6.397501e-001;2.044695e+001;-1.165654e+000;1.735068e+001;7.889057e-001;3.533062e+001;4.670228e-002;3.376699e+000;1.097857e-001;7.144210e+000;1.201095e+001;3.990056e+002;1.398782e+003;7.290159e+000;1.474567e+003;-4.441969e+000;2.357940e+003;-4.720789e+000
'03a05Wa';1.460000;1.365153e+000;-6.319767e+000;1.411482e+001;1.754814e-002;-2.633559e-003;9.283144e-001;2.090304e+001;-1.539782e+001;1.067049e+001;-2.835863e+000;3.505550e+001;4.505116e-002;2.102505e+000;-4.156573e-001;7.551660e+000;1.216935e+001;6.527447e+002;1.536678e+003;-6.209970e+001;1.370965e+003;-7.084307e+001;2.399921e+003;-7.021259e+001
'03a05Wa';1.470000;1.759346e+000;-2.543328e+000;8.822006e+000;4.635499e-002;-6.301901e-003;1.096825e+000;2.035363e+001;-2.097532e+001;1.263070e+001;-2.722219e+000;0;0;0;0;0;0;9.186286e+002;1.550696e+003;-1.318052e+002;1.424748e+003;-1.366288e+002;2.449775e+003;-1.341428e+002
'03a05Wa';1.480000;1.658494e+000;-1.751109e+000;9.255947e+000;3.287884e-002;-7.905235e-003;1.056805e+000;1.922526e+001;-1.674730e+001;1.189045e+001;3.490425e+000;0;0;0;0;0;0;9.127495e+002;1.611340e+003;-201;1.432944e+003;-201;2.460801e+003;-201
'03a05Wa';1.490000;1.195375e+000;-4.925118e+000;1.376198e+001;1.044316e-003;3.152651e-004;9.052281e-001;1.858169e+001;-8.021385e+000;1.489622e+001;1.230007e+001;0;0;0;0;0;0;9.217570e+002;1.284945e+003;-201;1.735780e+003;-201;2.675408e+003;-201
'03a05Wa';1.500000;7.323067e-001;-8.198988e+000;1.870178e+001;-3.077335e-002;4.114745e-003;6.825067e-001;1.437420e+001;2.091549e+000;1.460074e+001;1.529531e+001;0;0;0;0;0;0;6.394626e+002;1.365716e+003;-201;1.686993e+003;-201;2.647514e+003;-201
'03a05Wa';1.510000;5.322980e-001;-9.472261e+000;2.006086e+001;-3.209747e-002;6.654469e-003;3.921698e-001;6.694100e+000;5.985763e+000;1.177361e+001;8.448521e+000;0;0;0;0;0;0;6.679097e+002;1.207681e+003;-201;1.667270e+003;-201;2.621442e+003;-201
'03a05Wa';1.520000;5.175808e-001;-7.043077e+000;1.755280e+001;-1.293171e-002;1.486170e-003;1.922368e-001;1.862983e+000;4.980515e+000;2.306468e+000;-3.172648e+000;0;0;0;0;0;0;4.714331e+002;1.385143e+003;-201;1.389887e+003;-201;2.421177e+003;-201
'03a05Wa';1.530000;4.897145e-001;-3.715808e+000;1.424857e+001;7.810713e-003;6.969198e-003;1.517120e-001;-1.165297e+000;3.284887e+000;-6.468311e+000;-6.707260e+000;0;0;0;0;0;0;6.652082e+002;1.246231e+003;-201;1.553312e+003;-201;2.500217e+003;-201
'03a05Wa';1.540000;4.394126e-001;-6.044757e-001;9.907700e+000;1.590691e-002;1.031413e-002;1.031475e-001;-3.493935e+000;1.992671e+000;-7.145569e+000;-5.487064e+000;0;0;0;0;0;0;8.157119e+002;1.167765e+003;-201;1.712689e+003;-201;2.605472e+003;-201
'03a05Wa';1.550000;4.432773e-001;3.103961e+000;3.983540e+000;2.412924e-002;1.515348e-002;9.878043e-002;-7.786154e+000;1.186685e+000;-2.923673e+000;-2.533919e+000;0;0;0;0;0;0;9.390630e+002;9.445925e+002;-1.419792e+002;1.866978e+003;-1.410366e+002;2.692622e+003;-1.401983e+002
